"ANYREGION","ITEM_AG","Year","Scen","value"
"SVK","GRS",2050,"EA_SOC",0.995177800669322
"SVK","GRS",2050,"FP_PTL",1.00000628624308
"SVK","GRS",2050,"EA_PTL",1.00003401466948
"SVK","CRP",2000,"FP_SOC",1
"SVK","CRP",2000,"EA_SOC",1
"SVK","CRP",2000,"FP_PTL",1
"SVK","CRP",2000,"EA_PTL",1
"SVK","CRP",2010,"FP_SOC",1
"SVK","CRP",2010,"EA_SOC",1
"SVK","CRP",2010,"FP_PTL",1
"SVK","CRP",2010,"EA_PTL",1
"SVK","CRP",2020,"FP_SOC",1
"SVK","CRP",2020,"EA_SOC",1
"SVK","CRP",2020,"FP_PTL",1
"SVK","CRP",2020,"EA_PTL",1
"SVK","CRP",2030,"FP_SOC",1.00188198379344
"SVK","CRP",2030,"EA_SOC",1.00293362901459
"SVK","CRP",2030,"FP_PTL",0.999670574193025
"SVK","CRP",2030,"EA_PTL",1.00136290023606
"SVK","CRP",2040,"FP_SOC",1.00299839999476
"SVK","CRP",2040,"EA_SOC",1.01752335202878
"SVK","CRP",2040,"FP_PTL",1.00010184041833
"SVK","CRP",2040,"EA_PTL",1.00156311034284
"SVK","CRP",2050,"FP_SOC",1.01554255157099
"SVK","CRP",2050,"EA_SOC",1.02034557948472
"SVK","CRP",2050,"FP_PTL",1.00002475990617
"SVK","CRP",2050,"EA_PTL",1.00490388849829
"SVN","GRS",2000,"FP_SOC",1
"SVN","GRS",2000,"EA_SOC",1
"SVN","GRS",2000,"FP_PTL",1
"SVN","GRS",2000,"EA_PTL",1
"SVN","GRS",2010,"FP_SOC",1
"SVN","GRS",2010,"EA_SOC",1
"SVN","GRS",2010,"FP_PTL",1
"SVN","GRS",2010,"EA_PTL",1
"SVN","GRS",2020,"FP_SOC",1
"SVN","GRS",2020,"EA_SOC",1
"SVN","GRS",2020,"FP_PTL",1
"SVN","GRS",2020,"EA_PTL",1
"SVN","GRS",2030,"FP_SOC",1.03314358832968
"SVN","GRS",2030,"EA_SOC",0.971406834102404
"SVN","GRS",2030,"FP_PTL",0.998976899072111
"SVN","GRS",2030,"EA_PTL",1
"SVN","GRS",2040,"FP_SOC",1.03772539915421
"SVN","GRS",2040,"EA_SOC",0.907645090335981
"SVN","GRS",2040,"FP_PTL",0.999417296522401
"SVN","GRS",2040,"EA_PTL",0.999179388654149
"SVN","GRS",2050,"FP_SOC",1.03755070318732
"SVN","GRS",2050,"EA_SOC",0.842347421636313
"SVN","GRS",2050,"FP_PTL",0.998970514452514
"SVN","GRS",2050,"EA_PTL",0.999108641446019
"SVN","CRP",2000,"FP_SOC",1
"SVN","CRP",2000,"EA_SOC",1
"SVN","CRP",2000,"FP_PTL",1
"SVN","CRP",2000,"EA_PTL",1
"SVN","CRP",2010,"FP_SOC",1
"SVN","CRP",2010,"EA_SOC",1
"SVN","CRP",2010,"FP_PTL",1
"SVN","CRP",2010,"EA_PTL",1
"SVN","CRP",2020,"FP_SOC",1
"SVN","CRP",2020,"EA_SOC",1
"SVN","CRP",2020,"FP_PTL",1
"SVN","CRP",2020,"EA_PTL",1
"SVN","CRP",2030,"FP_SOC",1.00014659636521
"SVN","CRP",2030,"EA_SOC",1.00853387242866
"SVN","CRP",2030,"FP_PTL",1.00000543203378
"SVN","CRP",2030,"EA_PTL",1.00001294625651
"SVN","CRP",2040,"FP_SOC",0.925294082876512
"SVN","CRP",2040,"EA_SOC",1.12933897437088
"SVN","CRP",2040,"FP_PTL",1.00022738105295
"SVN","CRP",2040,"EA_PTL",0.996063205094281
"SVN","CRP",2050,"FP_SOC",0.984507768332445
"SVN","CRP",2050,"EA_SOC",1.06903463174289
"SVN","CRP",2050,"FP_PTL",1
"SVN","CRP",2050,"EA_PTL",1
"SWE","GRS",2000,"FP_SOC",1
"SWE","GRS",2000,"EA_SOC",1
"SWE","GRS",2000,"FP_PTL",1
"SWE","GRS",2000,"EA_PTL",1
"SWE","GRS",2010,"FP_SOC",1
"SWE","GRS",2010,"EA_SOC",1
"SWE","GRS",2010,"FP_PTL",1
"SWE","GRS",2010,"EA_PTL",1
"SWE","GRS",2020,"FP_SOC",1
"SWE","GRS",2020,"EA_SOC",1
"SWE","GRS",2020,"FP_PTL",1
"SWE","GRS",2020,"EA_PTL",1
"SWE","GRS",2030,"FP_SOC",1.00000055476513
"SWE","GRS",2030,"EA_SOC",0.983704478703114
"SWE","GRS",2030,"FP_PTL",1
"SWE","GRS",2030,"EA_PTL",0.996024050658819
"SWE","GRS",2040,"FP_SOC",1.00023678064323
"SWE","GRS",2040,"EA_SOC",0.978958878554163
"SWE","GRS",2040,"FP_PTL",1.00017180284732
"SWE","GRS",2040,"EA_PTL",0.998505834544123
"SWE","GRS",2050,"FP_SOC",1.00010120723915
"SWE","GRS",2050,"EA_SOC",0.976660414779151
"SWE","GRS",2050,"FP_PTL",1.00007306251357
"SWE","GRS",2050,"EA_PTL",0.998713476628784
"SWE","CRP",2000,"FP_SOC",1
"SWE","CRP",2000,"EA_SOC",1
"SWE","CRP",2000,"FP_PTL",1
"SWE","CRP",2000,"EA_PTL",1
"SWE","CRP",2010,"FP_SOC",1
"SWE","CRP",2010,"EA_SOC",1
"SWE","CRP",2010,"FP_PTL",1
"SWE","CRP",2010,"EA_PTL",1
"SWE","CRP",2020,"FP_SOC",1
"SWE","CRP",2020,"EA_SOC",1
"SWE","CRP",2020,"FP_PTL",1
"SWE","CRP",2020,"EA_PTL",1
"SWE","CRP",2030,"FP_SOC",1.00441991744037
"SWE","CRP",2030,"EA_SOC",0.997759710901313
"SWE","CRP",2030,"FP_PTL",0.996834203435463
"SWE","CRP",2030,"EA_PTL",0.998293712947362
"SWE","CRP",2040,"FP_SOC",1.00140627840873
"SWE","CRP",2040,"EA_SOC",0.953124975034987
"SWE","CRP",2040,"FP_PTL",0.979608581680695
"SWE","CRP",2040,"EA_PTL",1.01068259898632
"SWE","CRP",2050,"FP_SOC",1.00073071519192
"SWE","CRP",2050,"EA_SOC",0.809099668167067
"SWE","CRP",2050,"FP_PTL",0.959633054719859
"SWE","CRP",2050,"EA_PTL",1.00954278921369
"CHE","GRS",2000,"FP_SOC",1
"CHE","GRS",2000,"EA_SOC",1
"CHE","GRS",2000,"FP_PTL",1
"CHE","GRS",2000,"EA_PTL",1
"CHE","GRS",2010,"FP_SOC",1
"CHE","GRS",2010,"EA_SOC",1
"CHE","GRS",2010,"FP_PTL",1
"CHE","GRS",2010,"EA_PTL",1
"CHE","GRS",2020,"FP_SOC",1
"CHE","GRS",2020,"EA_SOC",1
"CHE","GRS",2020,"FP_PTL",1
"CHE","GRS",2020,"EA_PTL",1
"CHE","GRS",2030,"FP_SOC",1.00044708201896
"CHE","GRS",2030,"EA_SOC",0.788058060745418
"CHE","GRS",2030,"FP_PTL",1.00007606805899
"CHE","GRS",2030,"EA_PTL",1.00026557448077
"CHE","GRS",2040,"FP_SOC",1.00032121649825
"CHE","GRS",2040,"EA_SOC",0.659672571332313
"CHE","GRS",2040,"FP_PTL",1.00005655375306
"CHE","GRS",2040,"EA_PTL",1.00011776899519
"CHE","GRS",2050,"FP_SOC",1.0002649110164
"CHE","GRS",2050,"EA_SOC",0.641666864329503
"CHE","GRS",2050,"FP_PTL",1.00004825367785
"CHE","GRS",2050,"EA_PTL",1.00007850082712
"CHE","CRP",2000,"FP_SOC",1
"CHE","CRP",2000,"EA_SOC",1
"CHE","CRP",2000,"FP_PTL",1
"CHE","CRP",2000,"EA_PTL",1
"CHE","CRP",2010,"FP_SOC",1
"CHE","CRP",2010,"EA_SOC",1
"CHE","CRP",2010,"FP_PTL",1
"CHE","CRP",2010,"EA_PTL",1
"CHE","CRP",2020,"FP_SOC",1
"CHE","CRP",2020,"EA_SOC",1
"CHE","CRP",2020,"FP_PTL",1
"CHE","CRP",2020,"EA_PTL",1
"CHE","CRP",2030,"FP_SOC",1.00791165767015
"CHE","CRP",2030,"EA_SOC",1.01484877411925
"CHE","CRP",2030,"FP_PTL",1.00000034188564
"CHE","CRP",2030,"EA_PTL",1.00001145172435
"CHE","CRP",2040,"FP_SOC",1.00501551675881
"CHE","CRP",2040,"EA_SOC",1.01697252835321
"CHE","CRP",2040,"FP_PTL",0.999999817554235
"CHE","CRP",2040,"EA_PTL",1.0000086251903
"CHE","CRP",2050,"FP_SOC",1.00272201175387
"CHE","CRP",2050,"EA_SOC",1.01250682830557
"CHE","CRP",2050,"FP_PTL",1.00011446603126
"CHE","CRP",2050,"EA_PTL",0.999892210242536
"GBR","GRS",2000,"FP_SOC",1
"GBR","GRS",2000,"EA_SOC",1
"GBR","GRS",2000,"FP_PTL",1
"GBR","GRS",2000,"EA_PTL",1
"GBR","GRS",2010,"FP_SOC",1
"GBR","GRS",2010,"EA_SOC",1
"GBR","GRS",2010,"FP_PTL",1
"GBR","GRS",2010,"EA_PTL",1
"GBR","GRS",2020,"FP_SOC",1
"GBR","GRS",2020,"EA_SOC",1
"GBR","GRS",2020,"FP_PTL",1
"GBR","GRS",2020,"EA_PTL",1
"GBR","GRS",2030,"FP_SOC",1.00552188396909
"GBR","GRS",2030,"EA_SOC",0.900249029659248
"GBR","GRS",2030,"FP_PTL",1.00000185795957
"GBR","GRS",2030,"EA_PTL",1.00007385792471
"GBR","GRS",2040,"FP_SOC",1.00468463302343
"GBR","GRS",2040,"EA_SOC",0.874652809028426
"GBR","GRS",2040,"FP_PTL",1.00007802020904
"GBR","GRS",2040,"EA_PTL",1.00033461872579
"GBR","GRS",2050,"FP_SOC",1.00856521648861
"GBR","GRS",2050,"EA_SOC",0.860818724942489
"GBR","GRS",2050,"FP_PTL",1.00025889150142
"GBR","GRS",2050,"EA_PTL",1.00173777131781
"GBR","CRP",2000,"FP_SOC",1
"GBR","CRP",2000,"EA_SOC",1
"GBR","CRP",2000,"FP_PTL",1
"GBR","CRP",2000,"EA_PTL",1
"GBR","CRP",2010,"FP_SOC",1
"GBR","CRP",2010,"EA_SOC",1
"GBR","CRP",2010,"FP_PTL",1
"GBR","CRP",2010,"EA_PTL",1
"GBR","CRP",2020,"FP_SOC",1
"GBR","CRP",2020,"EA_SOC",1
"GBR","CRP",2020,"FP_PTL",1
"GBR","CRP",2020,"EA_PTL",1
"GBR","CRP",2030,"FP_SOC",1.00618259563137
"GBR","CRP",2030,"EA_SOC",1.01153544972313
"GBR","CRP",2030,"FP_PTL",0.999977758460913
"GBR","CRP",2030,"EA_PTL",0.999935463661292
"GBR","CRP",2040,"FP_SOC",1.00349454064519
"GBR","CRP",2040,"EA_SOC",1.00811146322453
"GBR","CRP",2040,"FP_PTL",0.999944835866412
"GBR","CRP",2040,"EA_PTL",0.999131584792339
"GBR","CRP",2050,"FP_SOC",1.00740603583058
"GBR","CRP",2050,"EA_SOC",1.00815389373037
"GBR","CRP",2050,"FP_PTL",0.999975199272816
"GBR","CRP",2050,"EA_PTL",0.998892760314762
"NOR","GRS",2000,"FP_SOC",1
"NOR","GRS",2000,"EA_SOC",1
"NOR","GRS",2000,"FP_PTL",1
"NOR","GRS",2000,"EA_PTL",1
"NOR","GRS",2010,"FP_SOC",1
"NOR","GRS",2010,"EA_SOC",1
"NOR","GRS",2010,"FP_PTL",1
"NOR","GRS",2010,"EA_PTL",1
"NOR","GRS",2020,"FP_SOC",1
"NOR","GRS",2020,"EA_SOC",1
"NOR","GRS",2020,"FP_PTL",1
"NOR","GRS",2020,"EA_PTL",1
"NOR","GRS",2030,"FP_SOC",0.99999123125272
"NOR","GRS",2030,"EA_SOC",0.852515372415614
"NOR","GRS",2030,"FP_PTL",1
"NOR","GRS",2030,"EA_PTL",1
"NOR","GRS",2040,"FP_SOC",0.999989837651167
"NOR","GRS",2040,"EA_SOC",0.764175324306996
"NOR","GRS",2040,"FP_PTL",0.998534933174787
"NOR","GRS",2040,"EA_PTL",1
"NOR","GRS",2050,"FP_SOC",1.00000055817644
"NOR","GRS",2050,"EA_SOC",0.715352745544797
"NOR","GRS",2050,"FP_PTL",0.999602392113387
"NOR","GRS",2050,"EA_PTL",1.0000002806796
"NOR","CRP",2000,"FP_SOC",1
"NOR","CRP",2000,"EA_SOC",1
"NOR","CRP",2000,"FP_PTL",1
"NOR","CRP",2000,"EA_PTL",1
"NOR","CRP",2010,"FP_SOC",1
"NOR","CRP",2010,"EA_SOC",1
"NOR","CRP",2010,"FP_PTL",1
"NOR","CRP",2010,"EA_PTL",1
"NOR","CRP",2020,"FP_SOC",1
"NOR","CRP",2020,"EA_SOC",1
"NOR","CRP",2020,"FP_PTL",1
"NOR","CRP",2020,"EA_PTL",1
"NOR","CRP",2030,"FP_SOC",1.00329422453575
"NOR","CRP",2030,"EA_SOC",1.00252969694982
"NOR","CRP",2030,"FP_PTL",1
"NOR","CRP",2030,"EA_PTL",1.0000461033401
"NOR","CRP",2040,"FP_SOC",1.00337704325114
"NOR","CRP",2040,"EA_SOC",0.993027590629602
"NOR","CRP",2040,"FP_PTL",0.998841291522722
"NOR","CRP",2040,"EA_PTL",1.00010487807963
"NOR","CRP",2050,"FP_SOC",1.00146812665678
"NOR","CRP",2050,"EA_SOC",0.988414991122162
"NOR","CRP",2050,"FP_PTL",0.99992701637867
"NOR","CRP",2050,"EA_PTL",1.00011528347571
