"Model","Scenario","Region","Item","Variable","Year","Unit","Value"
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2000,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2010,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2020,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2030,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2040,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","MEN","FOR","AREA",2050,"1000 ha",39372.016
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2000,"1000 ha",49139.33
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2010,"1000 ha",48491.9093624712
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2020,"1000 ha",48154.8057882395
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2030,"1000 ha",48081.3907994897
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2040,"1000 ha",47807.5136151609
"GLOBIOM","Base_FPFRS","OAS","FOR","AREA",2050,"1000 ha",47468.6395245438
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2000,"1000 ha",480770.143
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2010,"1000 ha",473560.19955028
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2020,"1000 ha",466620.860786479
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2030,"1000 ha",460180.461967712
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2040,"1000 ha",453901.005215367
"GLOBIOM","Base_FPFRS","OSA","FOR","AREA",2050,"1000 ha",446845.201048297
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2000,"1000 ha",266379.132
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2010,"1000 ha",259743.499404364
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2020,"1000 ha",253199.107201266
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2030,"1000 ha",247127.147075363
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2040,"1000 ha",240774.064496956
"GLOBIOM","Base_FPFRS","SEA","FOR","AREA",2050,"1000 ha",234458.12758382
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2000,"1000 ha",771356.39
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2010,"1000 ha",760690.866334297
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2020,"1000 ha",749443.253859083
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2030,"1000 ha",733238.512383488
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2040,"1000 ha",716776.21648938
"GLOBIOM","Base_FPFRS","SSA","FOR","AREA",2050,"1000 ha",702241.706696778
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2000,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2010,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2020,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2030,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2040,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","IND","FOR","AREA",2050,"1000 ha",67443.3
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2000,"1000 ha",3837.533
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2010,"1000 ha",4347.1683125
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2020,"1000 ha",4545.668
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2030,"1000 ha",4769.79542096371
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2040,"1000 ha",4942.64832721371
"GLOBIOM","Base_FPFRS","AUT","FOR","AREA",2050,"1000 ha",5436.34851471371
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2000,"1000 ha",668.41
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2010,"1000 ha",678.4099922
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2020,"1000 ha",688.8519473
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2030,"1000 ha",711.966663594678
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2040,"1000 ha",724.050532694678
"GLOBIOM","Base_FPFRS","BEL","FOR","AREA",2050,"1000 ha",747.456079594678
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2000,"1000 ha",3390.067
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2010,"1000 ha",3902.28175
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2020,"1000 ha",3910.846375
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2030,"1000 ha",3910.846375
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2040,"1000 ha",3910.846375
"GLOBIOM","Base_FPFRS","BGR","FOR","AREA",2050,"1000 ha",3954.62075
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2000,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2010,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2020,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2030,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2040,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CYP","FOR","AREA",2050,"1000 ha",172.5
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2000,"1000 ha",2637.5
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2010,"1000 ha",2657.4999238
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2020,"1000 ha",2679.3382578
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2030,"1000 ha",2726.042222963
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2040,"1000 ha",2750.780258163
"GLOBIOM","Base_FPFRS","CZE","FOR","AREA",2050,"1000 ha",2775.563168313
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2000,"1000 ha",11064.833
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2010,"1000 ha",11064.844168
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2020,"1000 ha",11092.8340391
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2030,"1000 ha",11126.8876533164
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2040,"1000 ha",11186.1475712664
"GLOBIOM","Base_FPFRS","DEU","FOR","AREA",2050,"1000 ha",11317.3902197164
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2000,"1000 ha",485.567
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2010,"1000 ha",545.6014297
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2020,"1000 ha",605.8722188
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2030,"1000 ha",733.94948559635
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2040,"1000 ha",793.33523549635
"GLOBIOM","Base_FPFRS","DNK","FOR","AREA",2050,"1000 ha",848.37911054635
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2000,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2010,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2020,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2030,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2040,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","ESP","FOR","AREA",2050,"1000 ha",16436.033
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2000,"1000 ha",2243.067
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2010,"1000 ha",2243.067
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2020,"1000 ha",2243.067
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2030,"1000 ha",2243.067
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2040,"1000 ha",2263.0818047
"GLOBIOM","Base_FPFRS","EST","FOR","AREA",2050,"1000 ha",2299.27521095
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2000,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2010,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2020,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2030,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2040,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FIN","FOR","AREA",2050,"1000 ha",22467.3
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2000,"1000 ha",15337.433
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2010,"1000 ha",15937.0673125
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2020,"1000 ha",16580.998625
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2030,"1000 ha",17976.8443258819
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2040,"1000 ha",18558.7270133819
"GLOBIOM","Base_FPFRS","FRA","FOR","AREA",2050,"1000 ha",19092.5973883819
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2000,"1000 ha",4620.38
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2010,"1000 ha",4685.8204141
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2020,"1000 ha",4689.9522891
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2030,"1000 ha",4689.9522891
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2040,"1000 ha",4689.9522891
"GLOBIOM","Base_FPFRS","GRC","FOR","AREA",2050,"1000 ha",4689.9522891
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2000,"1000 ha",2128.967
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2010,"1000 ha",2161.8257656
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2020,"1000 ha",2229.3803281
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2030,"1000 ha",2371.67403237488
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2040,"1000 ha",2415.36584487488
"GLOBIOM","Base_FPFRS","HRV","FOR","AREA",2050,"1000 ha",2456.06614172488
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2000,"1000 ha",1908.067
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2010,"1000 ha",2028.8835625
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2020,"1000 ha",2123.1977188
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2030,"1000 ha",2243.61243598859
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2040,"1000 ha",2292.76082663859
"GLOBIOM","Base_FPFRS","HUN","FOR","AREA",2050,"1000 ha",2344.33367038859
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2000,"1000 ha",607.4
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2010,"1000 ha",707.5878203
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2020,"1000 ha",802.9548594
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2030,"1000 ha",905.270159365008
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2040,"1000 ha",952.048815665008
"GLOBIOM","Base_FPFRS","IRL","FOR","AREA",2050,"1000 ha",1023.08411251501
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2000,"1000 ha",9447
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2010,"1000 ha",10229.6079375
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2020,"1000 ha",10668.203375
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2030,"1000 ha",10996.7065375973
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2040,"1000 ha",11041.7705375973
"GLOBIOM","Base_FPFRS","ITA","FOR","AREA",2050,"1000 ha",11041.7705375973
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2000,"1000 ha",2022.767
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2010,"1000 ha",2162.767
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2020,"1000 ha",2306.632375
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2030,"1000 ha",2618.2190078217
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2040,"1000 ha",2762.9949921717
"GLOBIOM","Base_FPFRS","LTU","FOR","AREA",2050,"1000 ha",2905.7527421717
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2000,"1000 ha",86.8
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2010,"1000 ha",91.394147
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2020,"1000 ha",96.0219375
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2030,"1000 ha",105.946545515386
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2040,"1000 ha",106.308283765386
"GLOBIOM","Base_FPFRS","LUX","FOR","AREA",2050,"1000 ha",106.308283765386
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2000,"1000 ha",3250.68
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2010,"1000 ha",3360.5671016
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2020,"1000 ha",3461.0087031
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2030,"1000 ha",3661.13083164531
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2040,"1000 ha",3725.64694104531
"GLOBIOM","Base_FPFRS","LVA","FOR","AREA",2050,"1000 ha",3765.66109724531
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2000,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2010,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2020,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2030,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2040,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","MLT","FOR","AREA",2050,"1000 ha",0.3
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2000,"1000 ha",359.833
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2010,"1000 ha",369.8332217
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2020,"1000 ha",387.7831328
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2030,"1000 ha",421.260507523857
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2040,"1000 ha",465.811712573857
"GLOBIOM","Base_FPFRS","NLD","FOR","AREA",2050,"1000 ha",534.037497773857
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2000,"1000 ha",9061.933
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2010,"1000 ha",9343.2546875
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2020,"1000 ha",9514.9168125
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2030,"1000 ha",9726.86688259419
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2040,"1000 ha",9787.97625759419
"GLOBIOM","Base_FPFRS","POL","FOR","AREA",2050,"1000 ha",9898.82310134419
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2000,"1000 ha",3580.2
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2010,"1000 ha",3619.8150859
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2020,"1000 ha",3714.1436406
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2030,"1000 ha",3861.99637617492
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2040,"1000 ha",3929.13889182492
"GLOBIOM","Base_FPFRS","PRT","FOR","AREA",2050,"1000 ha",3993.30681367492
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2000,"1000 ha",6366.433
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2010,"1000 ha",6577.9937344
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2020,"1000 ha",6794.5015625
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2030,"1000 ha",7289.07764523393
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2040,"1000 ha",7521.99623898393
"GLOBIOM","Base_FPFRS","ROU","FOR","AREA",2050,"1000 ha",7738.47270773392
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2000,"1000 ha",1921.567
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2010,"1000 ha",1931.5761563
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2020,"1000 ha",1944.5187969
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2030,"1000 ha",1982.69044587567
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2040,"1000 ha",2000.38319197567
"GLOBIOM","Base_FPFRS","SVK","FOR","AREA",2050,"1000 ha",2019.39527402567
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2000,"1000 ha",1239.1
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2010,"1000 ha",1259.1000117
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2020,"1000 ha",1281.9198281
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2030,"1000 ha",1344.75536838968
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2040,"1000 ha",1372.83360668968
"GLOBIOM","Base_FPFRS","SVN","FOR","AREA",2050,"1000 ha",1400.03640743968
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2000,"1000 ha",27474.033
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2010,"1000 ha",28288.95675
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2020,"1000 ha",28684.666
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2030,"1000 ha",28828.7196098835
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2040,"1000 ha",28873.3212348835
"GLOBIOM","Base_FPFRS","SWE","FOR","AREA",2050,"1000 ha",28898.6382348835
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2000,"1000 ha",152815.703
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2010,"1000 ha",157271.0562848
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2020,"1000 ha",160123.4108224
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2030,"1000 ha",164323.4108224
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2040,"1000 ha",166144.0597833
"GLOBIOM","Base_FPFRS","EUE","FOR","AREA",2050,"1000 ha",168363.4023536
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2000,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2010,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2020,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2030,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2040,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","GBR","FOR","AREA",2050,"1000 ha",2790.4
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2000,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2010,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2020,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2030,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2040,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","NOR","FOR","AREA",2050,"1000 ha",9301.033
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2000,"1000 ha",973842.61
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2010,"1000 ha",964443.075727587
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2020,"1000 ha",954467.201241143
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2030,"1000 ha",943113.562838672
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2040,"1000 ha",931690.88661295
"GLOBIOM","Base_FPFRS","OAM","FOR","AREA",2050,"1000 ha",919307.786405149
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2000,"1000 ha",810728.406
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2010,"1000 ha",800062.882334297
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2020,"1000 ha",788815.269859083
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2030,"1000 ha",772610.528383487
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2040,"1000 ha",756148.23248938
"GLOBIOM","Base_FPFRS","AME","FOR","AREA",2050,"1000 ha",741613.722696778
